Date,Year,Month,Global Temperature Anomalies,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI,PNA,OLR,SOI,Season (2-Month),MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity
01/01/82,1982,JAN,0.11,24.28,-0.24,25.84,0.17,26.65,0.08,28.01,-0.21,-1.067,-1.75,0.9,1.2,DJ,-0.4,DJF,-0.1,1982-1983,VSE
02/01/82,1982,FEB,0.21,25.38,-0.72,26.26,-0.11,26.54,-0.2,27.99,-0.11,-1.466,-1.2,0.1,0.3,JF,-0.6,JFM,0.1,1982-1983,VSE
03/01/82,1982,MAR,0.11,25.22,-1.38,26.92,-0.25,27.09,-0.14,28.18,-0.05,-1.922,-1.66,-0.6,0.6,FM,-0.3,FMA,0.2,1982-1983,VSE
04/01/82,1982,APR,0.21,24.57,-1.16,27.52,-0.05,27.83,0.02,28.61,0.1,-2.359,-2.08,0,0.1,MA,0.1,MAM,0.5,1982-1983,VSE
05/01/82,1982,MAY,0.18,24,-0.62,27.7,0.49,28.37,0.49,29.19,0.4,-2.364,-0.53,0.4,-0.3,AM,0.7,AMJ,0.7,1982-1983,VSE
06/01/82,1982,JUN,0.15,22.88,-0.29,27.1,0.46,28.35,0.65,29.46,0.62,-1.924,2.17,-0.2,-1,MJ,1.4,MJJ,0.7,1982-1983,VSE
07/01/82,1982,JUL,0.18,22.07,0.24,26.14,0.27,27.57,0.27,28.76,-0.02,-1.418,0.49,-1.2,-1.5,JJ,1.9,JJA,0.8,1982-1983,VSE
08/01/82,1982,AUG,0.15,21.71,0.85,26.05,0.83,27.76,0.86,28.7,0.01,-0.811,0.31,-1.6,-1.7,JA,1.9,JAS,1.1,1982-1983,VSE
09/01/82,1982,SEP,0.23,21.91,1.33,26.5,1.49,28.01,1.24,28.91,0.24,0.196,0.83,-1.4,-1.7,AS,1.7,ASO,1.6,1982-1983,VSE
10/01/82,1982,OCT,0.18,22.67,1.8,27.04,1.96,28.5,1.73,29.11,0.43,0.981,-0.86,-1.8,-1.7,SO,1.9,SON,2,1982-1983,VSE
11/01/82,1982,NOV,0.12,24.4,2.78,27.39,2.19,28.5,1.68,28.85,0.18,1.44,-0.47,-2,-2.6,ON,2.3,OND,2.2,1982-1983,VSE
12/01/82,1982,DEC,0.4,25.73,2.89,28.07,2.8,28.85,2.21,28.81,0.36,1.683,0.45,-0.9,-2.2,ND,2.5,NDJ,2.2,1982-1983,VSE
01/01/83,1983,JAN,0.51,26.82,2.3,28.37,2.69,28.7,2.13,28.63,0.41,1.822,0.87,-1.5,-3.5,DJ,2.6,DJF,2.2,1983-1984,WL
02/01/83,1983,FEB,0.46,27.65,1.55,28.39,2.01,28.54,1.81,28.51,0.41,1.991,1.44,-0.7,-3.6,JF,2.7,JFM,1.9,1983-1984,WL
03/01/83,1983,MAR,0.44,28.34,1.73,28.48,1.32,28.45,1.22,28.59,0.37,2.282,2.03,0.1,-2.4,FM,2.7,FMA,1.5,1983-1984,WL
04/01/83,1983,APR,0.25,28.1,2.37,28.76,1.19,28.49,0.68,28.49,-0.02,2.929,0.98,0.3,-0.9,MA,2.7,MAM,1.3,1983-1984,WL
05/01/83,1983,MAY,0.29,27.87,3.26,28.64,1.43,28.56,0.68,28.97,0.18,3.734,-0.08,-0.8,0.6,AM,2.6,AMJ,1.1,1983-1984,WL
06/01/83,1983,JUN,0.3,27.2,4.03,28.09,1.45,28.16,0.45,28.78,-0.06,4.227,2.1,-0.9,0,MJ,1.6,MJJ,0.7,1983-1984,WL
07/01/83,1983,JUL,0.3,25.69,3.85,26.56,0.68,26.97,-0.33,28.46,-0.32,4.143,0.82,-1,-0.6,JJ,0.9,JJA,0.3,1983-1984,WL
08/01/83,1983,AUG,0.36,23.73,2.88,25.77,0.55,26.46,-0.44,28.2,-0.49,3.867,0.5,-0.1,0.1,JA,0,JAS,-0.1,1983-1984,WL
09/01/83,1983,SEP,0.34,22.16,1.58,25.21,0.2,26.38,-0.38,28.06,-0.62,3.183,-1.37,-0.1,0.9,AS,-0.4,ASO,-0.5,1983-1984,WL
10/01/83,1983,OCT,0.23,21.98,1.11,24.56,-0.52,25.75,-1.02,27.67,-1.02,2.462,0.26,0.3,0.4,SO,-0.4,SON,-0.8,1983-1984,WL
11/01/83,1983,NOV,0.37,22.01,0.38,24.16,-1.03,25.53,-1.29,27.67,-1.01,1.814,1.75,0.2,-0.1,ON,-0.4,OND,-1,1983-1984,WL
12/01/83,1983,DEC,0.27,22.95,0.11,24.39,-0.88,25.49,-1.16,27.48,-0.97,1.411,-0.61,1.1,0,ND,-0.4,NDJ,-0.9,1983-1984,WL
01/01/84,1984,JAN,0.31,24.35,-0.16,24.8,-0.87,25.6,-0.96,27.41,-0.81,1.08,0.6,1.7,0.2,DJ,-0.4,DJF,-0.6,1984-1985,WL
02/01/84,1984,FEB,0.22,25.23,-0.87,26.41,0.03,26.57,-0.16,27.26,-0.84,0.907,0.73,1.9,0.9,JF,-0.4,JFM,-0.4,1984-1985,WL
03/01/84,1984,MAR,0.28,25.72,-0.88,26.88,-0.28,26.71,-0.52,27.32,-0.91,0.603,1.08,1.2,-0.2,FM,-0.1,FMA,-0.3,1984-1985,WL
04/01/84,1984,APR,0.13,25.28,-0.45,27.28,-0.29,27.27,-0.54,27.54,-0.97,0.369,1.41,1.1,0.3,MA,-0.1,MAM,-0.4,1984-1985,WL
05/01/84,1984,MAY,0.31,23.44,-1.17,26.38,-0.84,27.19,-0.69,27.94,-0.85,0.148,0.37,0.7,0.2,AM,-0.8,AMJ,-0.5,1984-1985,WL
06/01/84,1984,JUN,0.17,22.21,-0.97,25.36,-1.29,26.68,-1.03,28.04,-0.81,-0.183,-0.36,0.5,-0.3,MJ,-0.7,MJJ,-0.5,1984-1985,WL
07/01/84,1984,JUL,0.16,21.15,-0.69,25.04,-0.83,26.62,-0.68,28.34,-0.45,-0.516,-2.61,0.1,0.2,JJ,-0.2,JJA,-0.3,1984-1985,WL
08/01/84,1984,AUG,0.19,20.28,-0.57,24.64,-0.58,26.36,-0.54,28.04,-0.65,-0.536,-1.14,0.2,0.4,JA,0,JAS,-0.2,1984-1985,WL
09/01/84,1984,SEP,0.2,20.2,-0.38,24.72,-0.29,26.35,-0.41,28.22,-0.45,-0.277,-0.02,0.3,0.1,AS,-0.1,ASO,-0.2,1984-1985,WL
10/01/84,1984,OCT,0.2,20.45,-0.43,24.18,-0.9,26.02,-0.75,28.02,-0.67,0.186,-0.53,0.2,-0.3,SO,0,SON,-0.6,1984-1985,WL
11/01/84,1984,NOV,0.1,21.42,-0.21,24.15,-1.05,25.52,-1.3,27.92,-0.75,0.207,0.39,-0.2,0.3,ON,-0.6,OND,-0.9,1984-1985,WL
12/01/84,1984,DEC,0.06,22.62,-0.21,23.89,-1.37,25.16,-1.48,27.45,-1,0.255,-1.9,0.1,-0.1,ND,-0.3,NDJ,-1.1,1984-1985,WL
01/01/85,1985,JAN,0.28,23.59,-0.93,24.28,-1.39,25.26,-1.3,27.39,-0.83,0.366,1.44,0.2,-0.3,DJ,-0.3,DJF,-1,1985-1986,N
02/01/85,1985,FEB,0.07,24.79,-1.3,25.24,-1.14,25.81,-0.92,27.53,-0.57,0.147,-0.99,1.2,1.2,JF,-0.6,JFM,-0.9,1985-1986,N
03/01/85,1985,MAR,0.24,25.66,-0.95,26.21,-0.96,26.35,-0.89,27.23,-0.99,-0.506,-1.19,-0.7,0.8,FM,-0.5,FMA,-0.8,1985-1986,N
04/01/85,1985,APR,0.12,24.3,-1.43,26.64,-0.94,26.71,-1.1,27.42,-1.09,-0.572,-1.27,0.8,1.2,MA,-0.7,MAM,-0.8,1985-1986,N
05/01/85,1985,MAY,0.22,22.72,-1.89,25.99,-1.22,26.81,-1.08,27.71,-1.08,-0.762,-0.82,1.1,0.4,AM,-1,AMJ,-0.8,1985-1986,N
06/01/85,1985,JUN,0.16,21.83,-1.35,25.45,-1.19,26.63,-1.08,27.88,-0.96,-1.244,1.28,0.5,-0.4,MJ,-0.2,MJJ,-0.6,1985-1986,N
07/01/85,1985,JUL,0.1,20.46,-1.37,24.73,-1.14,26.5,-0.8,28.05,-0.74,-1.452,-0.19,0.3,-0.1,JJ,0,JJA,-0.5,1985-1986,N
08/01/85,1985,AUG,0.15,19.6,-1.26,24.24,-0.98,26.27,-0.63,28.09,-0.6,-1.337,-0.53,0.4,1,JA,-0.4,JAS,-0.5,1985-1986,N
09/01/85,1985,SEP,0.16,19.23,-1.35,24.04,-0.97,25.99,-0.77,28.08,-0.6,-1.499,-0.63,0,0,AS,-0.3,ASO,-0.4,1985-1986,N
10/01/85,1985,OCT,0.15,19.76,-1.11,24.11,-0.98,26.03,-0.74,28.11,-0.57,-1.379,-1.5,0.2,-0.4,SO,0.1,SON,-0.4,1985-1986,N
11/01/85,1985,NOV,0.14,20.83,-0.79,24.29,-0.91,26.23,-0.59,28.3,-0.37,-0.95,-1.83,-0.1,-0.2,ON,0.1,OND,-0.3,1985-1986,N
12/01/85,1985,DEC,0.17,22.34,-0.5,24.39,-0.88,26.05,-0.59,28.1,-0.34,-0.623,1.08,0.1,0.2,ND,-0.4,NDJ,-0.4,1985-1986,N
01/01/86,1986,JAN,0.23,24.5,-0.02,24.8,-0.87,25.84,-0.72,27.7,-0.52,-0.564,0.6,0.2,1,DJ,-0.4,DJF,-0.5,1986-1987,ME
02/01/86,1986,FEB,0.38,25.88,-0.22,25.8,-0.58,25.95,-0.78,27.73,-0.37,-0.458,0.41,0.9,-1,JF,-0.3,JFM,-0.5,1986-1987,ME
03/01/86,1986,MAR,0.33,25.91,-0.69,26.74,-0.42,26.64,-0.6,27.94,-0.29,-0.515,0.51,1.1,0.5,FM,-0.4,FMA,-0.3,1986-1987,ME
04/01/86,1986,APR,0.27,24.82,-0.91,27.04,-0.53,27.29,-0.52,27.83,-0.68,-0.968,-0.15,0.4,0.3,MA,-0.3,MAM,-0.2,1986-1987,ME
05/01/86,1986,MAY,0.35,23.34,-1.27,26.44,-0.77,27.32,-0.56,28.35,-0.44,-1.395,-0.03,0.4,-0.2,AM,0.2,AMJ,-0.1,1986-1987,ME
06/01/86,1986,JUN,0.21,22.16,-1.02,26.15,-0.49,27.38,-0.33,28.6,-0.24,-1.529,0.39,-0.2,1,MJ,0.6,MJJ,0,1986-1987,ME
07/01/86,1986,JUL,0.13,21.22,-0.61,25.78,-0.09,27.26,-0.04,28.5,-0.29,-1.727,-0.35,-0.2,0.3,JJ,0.8,JJA,0.2,1986-1987,ME
08/01/86,1986,AUG,0.14,20.72,-0.14,25.12,-0.1,27.09,0.19,28.68,-0.01,-1.86,-1.49,0.2,-0.4,JA,1.2,JAS,0.4,1986-1987,ME
09/01/86,1986,SEP,0.03,20.47,-0.11,25.3,0.29,27.16,0.4,28.83,0.15,-1.769,-0.28,-1,-0.5,AS,1.4,ASO,0.7,1986-1987,ME
10/01/86,1986,OCT,0.18,21,0.12,25.43,0.34,27.28,0.51,28.91,0.23,-1.689,1.18,-0.8,0.6,SO,0.6,SON,0.9,1986-1987,ME
11/01/86,1986,NOV,0.13,21.62,-0.01,25.74,0.54,27.36,0.54,28.97,0.3,-1.616,-0.71,-1.5,-1.2,ON,0.7,OND,1.1,1986-1987,ME
12/01/86,1986,DEC,0.16,22.96,0.12,25.86,0.6,27.47,0.82,28.64,0.19,-1.322,1.06,-2.4,-1.4,ND,1.1,NDJ,1.2,1986-1987,ME
01/01/87,1987,JAN,0.3,25.06,0.54,26.48,0.81,27.51,0.94,28.48,0.26,-0.98,0.63,-2.3,-0.7,DJ,1,DJF,1.2,1987-1988,SE
02/01/87,1987,FEB,0.36,26.75,0.66,27.16,0.78,27.55,0.82,28.41,0.31,-0.584,0.57,-2.3,-1.2,JF,1.1,JFM,1.2,1987-1988,SE
03/01/87,1987,MAR,0.15,27.54,0.94,27.96,0.8,28.12,0.89,28.7,0.47,-0.221,0.85,-1.3,-1.3,FM,1.5,FMA,1.1,1987-1988,SE
04/01/87,1987,APR,0.21,26.6,0.87,28.14,0.57,28.25,0.45,28.77,0.26,-0.192,1.54,-1.3,-1.4,MA,1.6,MAM,1,1987-1988,SE
05/01/87,1987,MAY,0.33,25.45,0.84,27.83,0.62,28.2,0.32,28.85,0.06,-0.289,-1.02,-1.9,-1.3,AM,1.9,AMJ,1,1987-1988,SE
06/01/87,1987,JUN,0.39,23.83,0.66,27.15,0.51,28.42,0.72,29.18,0.34,-0.497,0.56,-1.2,-1.1,MJ,1.8,MJJ,1.2,1987-1988,SE
07/01/87,1987,JUL,0.46,22.53,0.7,26.87,0.99,28.34,1.04,29.08,0.29,-0.835,-0.43,-2.2,-1.4,JJ,1.7,JJA,1.5,1987-1988,SE
08/01/87,1987,AUG,0.34,21.58,0.72,26.28,1.06,28.1,1.2,29.04,0.35,-1.008,0.74,-1.6,-0.9,JA,1.5,JAS,1.7,1987-1988,SE
09/01/87,1987,SEP,0.39,21.29,0.71,26.38,1.37,28.08,1.32,29.01,0.33,-1.191,-2.6,-0.6,-1,AS,1.2,ASO,1.7,1987-1988,SE
10/01/87,1987,OCT,0.34,22.17,1.29,25.96,0.88,27.74,0.97,29.31,0.63,-1.283,0.75,-1.2,-0.4,SO,1.1,SON,1.5,1987-1988,SE
11/01/87,1987,NOV,0.26,22.55,0.93,25.93,0.73,27.67,0.85,29.31,0.63,-1.465,1.19,-0.7,0,ON,0.9,OND,1.3,1987-1988,SE
12/01/87,1987,DEC,0.47,23.28,0.44,26.17,0.91,27.41,0.77,28.96,0.51,-1.566,0.5,-1.3,-0.5,ND,0.9,NDJ,1.1,1987-1988,SE
01/01/88,1988,JAN,0.53,24.33,-0.19,26.2,0.53,27.23,0.67,28.72,0.5,-1.718,0.03,-0.9,-0.1,DJ,0.6,DJF,0.8,1988-1989,SL
02/01/88,1988,FEB,0.46,25.68,-0.42,26.35,-0.03,26.95,0.22,28.4,0.31,-1.557,1.37,-0.7,-0.4,JF,0.4,JFM,0.5,1988-1989,SL
03/01/88,1988,MAR,0.46,25.75,-0.85,27.07,-0.1,27.29,0.06,28.15,-0.07,-1.35,0.38,0.4,0.6,FM,0.3,FMA,0.1,1988-1989,SL
04/01/88,1988,APR,0.45,24.66,-1.07,26.81,-0.76,27.26,-0.55,27.91,-0.6,-1.229,1.12,0.2,0.1,MA,-0.1,MAM,-0.3,1988-1989,SL
05/01/88,1988,MAY,0.48,23.48,-1.13,25.54,-1.67,26.56,-1.32,28.07,-0.72,-1.016,0.61,0.6,0.9,AM,-0.6,AMJ,-0.9,1988-1989,SL
06/01/88,1988,JUN,0.4,21.58,-1.59,24.48,-2.16,26.01,-1.7,27.89,-0.95,-0.911,1.31,0.9,0.1,MJ,-1.3,MJJ,-1.3,1988-1989,SL
07/01/88,1988,JUL,0.38,20.23,-1.6,23.79,-2.08,25.57,-1.73,27.79,-1,-0.771,1.6,0.9,1,JJ,-1.8,JJA,-1.3,1988-1989,SL
08/01/88,1988,AUG,0.5,19.19,-1.66,23.62,-1.6,25.47,-1.43,27.7,-0.99,-0.447,-0.62,1.1,1.5,JA,-1.8,JAS,-1.1,1988-1989,SL
09/01/88,1988,SEP,0.41,19.06,-1.52,24.07,-0.94,25.83,-0.93,27.91,-0.77,0.274,-0.97,1.1,1.8,AS,-1.8,ASO,-1.2,1988-1989,SL
10/01/88,1988,OCT,0.4,19.35,-1.53,23.51,-1.58,24.76,-2.01,26.93,-1.75,0.875,0.89,0.8,1.4,SO,-1.5,SON,-1.5,1988-1989,SL
11/01/88,1988,NOV,0.16,20.41,-1.22,23.38,-1.82,24.6,-2.22,26.81,-1.87,1.614,0.11,1.2,1.7,ON,-1.6,OND,-1.8,1988-1989,SL
12/01/88,1988,DEC,0.32,21.67,-1.17,23.44,-1.82,24.63,-2.01,26.67,-1.78,2.362,0.33,1.6,1.2,ND,-1.6,NDJ,-1.9,1988-1989,SL
01/01/89,1989,JAN,0.12,24.04,-0.48,24.23,-1.45,24.56,-2,26.36,-1.86,2.629,-1.57,1.7,1.5,DJ,-1.1,DJF,-1.7,1989-1990,N
02/01/89,1989,FEB,0.32,25.86,-0.23,25.42,-0.96,25.26,-1.48,26.63,-1.46,2.577,-1.71,1.7,1.2,JF,-1.1,JFM,-1.4,1989-1990,N
03/01/89,1989,MAR,0.36,26.6,0,25.93,-1.23,25.8,-1.44,26.97,-1.26,2.039,-1.56,1.3,1.1,FM,-1.3,FMA,-1.1,1989-1990,N
04/01/89,1989,APR,0.4,25.6,-0.13,26.51,-1.06,26.49,-1.32,27.41,-1.1,1.436,-0.77,0.6,1.6,MA,-1.1,MAM,-0.8,1989-1990,N
05/01/89,1989,MAY,0.24,23.36,-1.25,26.31,-0.9,26.99,-0.89,28.1,-0.69,0.658,-0.04,0.4,1.2,AM,-1,AMJ,-0.6,1989-1990,N
06/01/89,1989,JUN,0.27,22.03,-1.15,26.25,-0.39,27.03,-0.67,27.79,-1.05,0.103,-0.56,0.6,0.7,MJ,-1,MJJ,-0.4,1989-1990,N
07/01/89,1989,JUL,0.32,21.14,-0.7,25.35,-0.52,26.73,-0.57,27.96,-0.83,-0.4,-0.59,0.4,0.9,JJ,-1.1,JJA,-0.3,1989-1990,N
08/01/89,1989,AUG,0.32,20.35,-0.51,24.57,-0.65,26.18,-0.72,27.79,-0.91,-0.42,-0.27,0.5,-0.3,JA,-0.7,JAS,-0.3,1989-1990,N
09/01/89,1989,SEP,0.4,19.7,-0.88,24.61,-0.4,26.25,-0.51,28.13,-0.54,-0.404,0.41,0.5,0.5,AS,-0.6,ASO,-0.2,1989-1990,N
10/01/89,1989,OCT,0.34,20.2,-0.68,24.52,-0.57,26.22,-0.55,28.14,-0.54,-0.559,-1.08,0.2,0.8,SO,-0.6,SON,-0.2,1989-1990,N
11/01/89,1989,NOV,0.18,21.19,-0.43,24.5,-0.7,26.21,-0.62,27.91,-0.76,-0.839,-0.7,-0.6,-0.2,ON,-0.3,OND,-0.2,1989-1990,N
12/01/89,1989,DEC,0.4,22.26,-0.58,24.76,-0.5,26.44,-0.2,28.3,-0.15,-1.019,0.57,-0.2,-0.5,ND,-0.1,NDJ,-0.1,1989-1990,N
01/01/90,1990,JAN,0.4,23.92,-0.6,25.27,-0.4,26.45,-0.11,28.2,-0.02,-1.314,-1.09,-1,-0.1,DJ,0.1,DJF,0.1,1990-1991,N
02/01/90,1990,FEB,0.38,25.66,-0.43,26.27,-0.11,26.74,0.01,28.27,0.18,-1.647,-2.78,-1,-1.8,JF,0.4,JFM,0.2,1990-1991,N
03/01/90,1990,MAR,0.77,26.1,-0.5,26.67,-0.5,27.05,-0.18,28.36,0.13,-1.634,0.04,-1.4,-0.4,FM,0.5,FMA,0.3,1990-1991,N
04/01/90,1990,APR,0.61,25.03,-0.7,27.36,-0.21,27.74,-0.06,28.67,0.16,-1.573,-0.62,-0.7,0.2,MA,0.1,MAM,0.3,1990-1991,N
05/01/90,1990,MAY,0.5,24,-0.61,27.24,0.03,27.92,0.04,28.64,-0.15,-1.714,0.27,0,1.2,AM,0.1,AMJ,0.3,1990-1991,N
06/01/90,1990,JUN,0.41,22.77,-0.4,26.46,-0.18,27.44,-0.26,28.64,-0.2,-1.81,-1.39,0.1,0.3,MJ,0.2,MJJ,0.3,1990-1991,N
07/01/90,1990,JUL,0.35,20.93,-0.9,25.72,-0.15,27.27,-0.03,28.68,-0.11,-1.88,-0.26,-0.2,0.5,JJ,0.3,JJA,0.3,1990-1991,N
08/01/90,1990,AUG,0.37,20.39,-0.47,25.16,-0.06,26.99,0.09,28.83,0.14,-2.165,1.76,-0.7,-0.2,JA,0.1,JAS,0.4,1990-1991,N
09/01/90,1990,SEP,0.3,19.98,-0.6,25,-0.01,26.73,-0.03,28.76,0.08,-2.399,-0.46,-0.7,-0.7,AS,0.3,ASO,0.4,1990-1991,N
10/01/90,1990,OCT,0.41,20.08,-0.79,24.91,-0.17,26.95,0.18,28.96,0.28,-2.38,-0.91,-0.1,0.3,SO,-0.1,SON,0.4,1990-1991,N
11/01/90,1990,NOV,0.41,20.73,-0.9,24.84,-0.36,26.73,-0.09,28.82,0.15,-2.437,-1.66,-0.5,-0.5,ON,0.1,OND,0.4,1990-1991,N
12/01/90,1990,DEC,0.41,22.12,-0.72,25.18,-0.08,26.86,0.22,28.84,0.39,-2.357,-1.62,-0.5,-0.2,ND,0.3,NDJ,0.4,1990-1991,N
01/01/91,1991,JAN,0.42,23.73,-0.78,25.63,-0.05,26.89,0.33,28.62,0.4,-2.109,0.2,-0.4,0.6,DJ,0.1,DJF,0.4,1991-1992,SE
02/01/91,1991,FEB,0.51,25.7,-0.4,26.28,-0.1,26.87,0.14,28.4,0.3,-2.09,1.13,-0.6,0.3,JF,0,JFM,0.3,1991-1992,SE
03/01/91,1991,MAR,0.37,26.32,-0.28,26.96,-0.2,27.16,-0.08,28.38,0.15,-2.002,-1.21,-0.4,-0.7,FM,0.2,FMA,0.2,1991-1992,SE
04/01/91,1991,APR,0.58,25.21,-0.52,27.39,-0.19,27.89,0.08,28.73,0.22,-1.793,0.38,0,-0.6,MA,0.5,MAM,0.3,1991-1992,SE
05/01/91,1991,MAY,0.43,24.65,0.04,27.44,0.22,28.13,0.25,29.18,0.39,-1.766,-0.63,-0.1,-1,AM,0.7,AMJ,0.5,1991-1992,SE
06/01/91,1991,JUN,0.55,23.07,-0.11,27.23,0.58,28.1,0.39,29.05,0.21,-1.843,-0.92,-0.2,-0.1,MJ,1.1,MJJ,0.6,1991-1992,SE
07/01/91,1991,JUL,0.41,22.06,0.23,26.43,0.56,27.77,0.47,28.95,0.17,-1.672,0.28,-0.5,0,JJ,0.9,JJA,0.7,1991-1992,SE
08/01/91,1991,AUG,0.37,20.98,0.12,25.55,0.33,27.5,0.6,29.07,0.38,-1.706,-0.28,-1,-0.4,JA,0.4,JAS,0.6,1991-1992,SE
09/01/91,1991,SEP,0.39,20.72,0.14,25.12,0.11,27.07,0.31,28.85,0.17,-1.655,1.15,-0.7,-1.5,AS,0.7,ASO,0.6,1991-1992,SE
10/01/91,1991,OCT,0.33,21.09,0.22,25.36,0.27,27.41,0.64,29.31,0.63,-1.657,-2.35,-0.6,-1,SO,1.2,SON,0.8,1991-1992,SE
11/01/91,1991,NOV,0.3,21.92,0.29,25.93,0.73,27.71,0.89,29.12,0.44,-1.664,0.22,-2.5,-0.7,ON,1.1,OND,1.2,1991-1992,SE
12/01/91,1991,DEC,0.32,23.13,0.29,26.3,1.03,28.14,1.5,29.21,0.77,-1.625,0.17,-1.8,-1.8,ND,1.2,NDJ,1.5,1991-1992,SE
01/01/92,1992,JAN,0.44,24.59,0.07,26.86,1.18,28.23,1.67,28.8,0.58,-1.363,0.99,-2.2,-2.9,DJ,1.6,DJF,1.7,1992-1993,N
02/01/92,1992,FEB,0.41,26.25,0.15,27.34,0.96,28.28,1.55,28.76,0.67,-0.945,0.09,-1.3,-0.9,JF,1.5,JFM,1.6,1992-1993,N
03/01/92,1992,MAR,0.45,27.38,0.78,27.87,0.71,28.39,1.16,28.83,0.6,-0.48,0.46,-2,-2,FM,1.7,FMA,1.5,1992-1993,N
04/01/92,1992,APR,0.23,27.17,1.44,28.46,0.89,28.81,1,29.03,0.52,-0.278,-0.29,-1.6,-1,MA,2,MAM,1.3,1992-1993,N
05/01/92,1992,MAY,0.37,26.09,1.47,28.28,1.07,28.79,0.91,29.12,0.33,-0.363,1.2,-1.8,0.3,AM,1.7,AMJ,1.1,1992-1993,N
06/01/92,1992,JUN,0.27,23.66,0.48,27.12,0.47,28.12,0.42,29.01,0.17,-0.564,1.36,-1,-0.6,MJ,1.7,MJJ,0.7,1992-1993,N
07/01/92,1992,JUL,0.13,21.44,-0.39,25.65,-0.22,27.45,0.15,29.12,0.33,-0.992,0.38,-0.4,-0.6,JJ,0.8,JJA,0.4,1992-1993,N
08/01/92,1992,AUG,0.11,20.67,-0.18,24.98,-0.24,26.82,-0.08,28.65,-0.04,-1.276,-0.37,-0.2,0.4,JA,0.1,JAS,0.1,1992-1993,N
09/01/92,1992,SEP,0.06,20.37,-0.21,24.82,-0.19,26.6,-0.16,28.65,-0.03,-1.317,-1.13,0,0.1,AS,0.6,ASO,-0.1,1992-1993,N
10/01/92,1992,OCT,0.02,20.99,0.12,24.66,-0.42,26.27,-0.5,28.45,-0.24,-1.219,0.4,-0.5,-1.4,SO,1,SON,-0.3,1992-1993,N
11/01/92,1992,NOV,0.05,21.37,-0.26,24.97,-0.23,26.64,-0.18,28.37,-0.3,-1.146,0.8,-1.1,-0.7,ON,0.8,OND,-0.3,1992-1993,N
12/01/92,1992,DEC,0.22,22.41,-0.43,25.1,-0.17,26.78,0.14,28.48,0.03,-0.878,-1.53,-1.5,-0.6,ND,0.8,NDJ,-0.1,1992-1993,N
01/01/93,1993,JAN,0.34,24.25,-0.27,25.66,-0.01,26.73,0.16,28.32,0.09,-0.819,-1.48,-0.7,-0.9,DJ,0.9,DJF,0.1,1993-1994,N
02/01/93,1993,FEB,0.39,26.12,0.03,26.69,0.31,27.07,0.34,28.1,0,-0.668,0.44,-1.6,-0.7,JF,1,JFM,0.3,1993-1994,N
03/01/93,1993,MAR,0.38,26.84,0.23,27.38,0.22,27.46,0.23,28.29,0.07,-0.417,0.94,-1,-0.5,FM,0.9,FMA,0.5,1993-1994,N
04/01/93,1993,APR,0.36,26.23,0.5,28.02,0.44,28.13,0.32,28.51,0,-0.267,1.26,-2,-1.2,MA,1.1,MAM,0.7,1993-1994,N
05/01/93,1993,MAY,0.31,25.16,0.54,28.05,0.84,28.53,0.65,28.79,0,-0.481,2.43,-1.5,-0.3,AM,1.4,AMJ,0.7,1993-1994,N
06/01/93,1993,JUN,0.32,23.53,0.36,26.82,0.18,27.86,0.15,28.76,-0.08,-0.629,0.66,-1.4,-0.8,MJ,1.1,MJJ,0.6,1993-1994,N
07/01/93,1993,JUL,0.31,22.06,0.23,26.04,0.17,27.51,0.22,28.8,0.02,-0.854,-0.28,-1.3,-0.8,JJ,0.7,JJA,0.3,1993-1994,N
08/01/93,1993,AUG,0.11,20.98,0.13,25.25,0.03,26.86,-0.04,28.67,-0.02,-1.028,-0.17,-0.6,-0.9,JA,0.6,JAS,0.3,1993-1994,N
09/01/93,1993,SEP,0.21,20.88,0.3,25.16,0.15,27,0.24,28.83,0.16,-1.186,-0.97,-0.9,-0.7,AS,0.6,ASO,0.2,1993-1994,N
10/01/93,1993,OCT,0.22,21.19,0.32,25.28,0.2,26.96,0.19,28.66,-0.02,-1.17,-0.17,-1.5,-1.1,SO,0.9,SON,0.1,1993-1994,N
11/01/93,1993,NOV,0.1,21.64,0.01,25.21,0.01,26.9,0.08,28.76,0.08,-1.162,-0.35,-0.1,-0.1,ON,0.7,OND,0,1993-1994,N
12/01/93,1993,DEC,0.18,22.46,-0.37,25.25,-0.02,26.74,0.1,28.74,0.29,-1.005,0.42,-0.7,0.2,ND,0.3,NDJ,0.1,1993-1994,N
01/01/94,1994,JAN,0.21,24.31,-0.2,25.75,0.08,26.58,0.02,28.31,0.09,-1.203,-0.8,-0.1,-0.1,DJ,0.1,DJF,0.1,1994-1995,ME
02/01/94,1994,FEB,0.06,25.76,-0.34,26.19,-0.19,26.65,-0.08,27.89,-0.2,-1.399,-1.27,0.6,0.3,JF,-0.1,JFM,0.1,1994-1995,ME
03/01/94,1994,MAR,0.3,25.54,-1.06,26.86,-0.3,27.38,0.15,28.28,0.06,-1.611,0.23,0.3,-0.7,FM,0,FMA,0.2,1994-1995,ME
